"","mse","specificity","sensitivity","model","sample_size"
"output_model9_rep1000_n1500.RData.550",0.0702431676635858,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.551",0.0797699398218226,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.552",0.0782302119957679,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.553",0.0742592510945859,1,0.695652173913043,9,1500
"output_model9_rep1000_n1500.RData.554",0.0779423835528959,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.555",0.110178527811841,1,0.304347826086957,9,1500
"output_model9_rep1000_n1500.RData.556",0.0888896148677375,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.557",0.0888347747643554,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.558",0.0907709254230759,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.559",0.0739864159702208,0.933333333333333,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.560",0.0934907635349579,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.561",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.562",0.0860148378739646,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.563",0.076526124035888,1,0.739130434782609,9,1500
"output_model9_rep1000_n1500.RData.564",0.0770304674108712,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.565",0.0951191778764238,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.566",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.567",0.0830460469766523,0.933333333333333,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.568",0.115086969002653,1,0.304347826086957,9,1500
"output_model9_rep1000_n1500.RData.569",0.0870021094067604,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.570",0.0869790548518658,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.571",0.0742021543641222,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.572",0.0974583584462117,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.573",0.075082317453964,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.574",0.0744358766454395,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.575",0.0869531403654533,0.8,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.576",0.093273469412047,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.577",0.0716577682693277,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.578",0.0966828557287363,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.579",0.0842892346786888,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.580",0.104606126093978,0.8,0.347826086956522,9,1500
"output_model9_rep1000_n1500.RData.581",0.0790175182290594,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.582",0.0819961477908881,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.583",0.0908291064371499,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.584",0.066571592585775,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.585",0.0935417947173979,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.586",0.0982570918922147,0.866666666666667,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.587",0.0938910758481487,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.588",0.101743000366667,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.589",0.0617135413394733,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.590",0.0925007751253185,0.933333333333333,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.591",0.104928957484138,0.933333333333333,0.304347826086957,9,1500
"output_model9_rep1000_n1500.RData.592",0.0859037757527367,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.593",0.0736537550577554,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.594",0.0815709506321695,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.595",0.08976704135134,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.596",0.0939638017629546,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.597",0.0947321161199577,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.598",0.105116502182133,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.599",0.0896146462444716,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.600",0.0944140150363452,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.601",0.0664152020963226,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.602",0.0975001169484106,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.603",0.100937171728873,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.604",0.0956489953348777,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.605",0.0815874391175531,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.606",0.0945341330943597,0.733333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.607",0.0811990886487238,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.608",0.0768027463441142,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.609",0.0861594982453593,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.610",0.10481370451949,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.611",0.0961333708315628,0.866666666666667,0.304347826086957,9,1500
"output_model9_rep1000_n1500.RData.612",0.0981066821283966,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.613",0.0732655690758624,0.666666666666667,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.614",0.0888101253137123,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.615",0.0870538323753999,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.616",0.0977087972794009,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.617",0.0928355024299693,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.618",0.0688217113080376,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.619",0.102037301132838,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.620",0.0857102567207709,0.933333333333333,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.621",0.1036550137187,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.622",0.0693220983551352,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.623",0.0859119799057868,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.624",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.625",0.08304141513905,0.866666666666667,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.626",0.0982354130000037,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.627",0.0843261795215313,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.628",0.0758084232789842,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.629",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.630",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.631",0.087816939464025,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.632",0.0684044665652534,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.633",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.634",0.0965415652716191,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.635",0.0823033669015273,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.636",0.0970384990060331,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.637",0.0804048175349658,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.638",0.0969335131985174,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.639",0.0830409731323998,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.640",0.0931146439165546,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.641",0.0705726615259932,1,0.695652173913043,9,1500
"output_model9_rep1000_n1500.RData.642",0.100894217365258,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.643",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.644",0.0758370082503171,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.645",0.0832520972903677,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.646",0.0943071927292556,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.647",0.0709945579974248,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.648",0.0890600145175773,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.649",0.109348533839114,0.866666666666667,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.650",0.0832285854397839,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.651",0.0981635364083581,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.652",0.0849550961457274,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.653",0.103124165684365,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.654",0.092286644795101,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.655",0.0844966340127145,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.656",0.0730893786350786,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.657",0.0778800161508185,0.866666666666667,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.658",0.0855882114621657,0.866666666666667,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.659",0.0916562290587706,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.660",0.0987049167124273,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.661",0.0868357092679384,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.662",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.663",0.0804738633579569,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.664",0.100501147435256,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.665",0.100749046318484,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.666",0.0963863450047975,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.667",0.100575220080214,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.668",0.098968009046819,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.669",0.0871915895409326,0.8,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.670",0.101797947474388,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.671",0.0977793780839924,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.672",0.0906802767631634,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.673",0.111961146690143,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.674",0.0901479592704136,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.675",0.101348190707522,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.676",0.0931674153967726,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.677",0.0839793199929578,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.678",0.0929172605477387,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.679",0.0900041158866961,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.680",0.0944284654667723,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.681",0.0501467780851588,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.682",0.0955409513125644,0.866666666666667,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.683",0.0784693903516988,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.684",0.106635193344744,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.685",0.0697484786877678,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.686",0.0896832230930149,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.687",0.0606118337414809,1,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.688",0.0890155317403339,1,0.347826086956522,9,1500
"output_model9_rep1000_n1500.RData.689",0.0729527486793863,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.690",0.101392745674663,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.691",0.110796125408337,1,0.347826086956522,9,1500
"output_model9_rep1000_n1500.RData.692",0.0688049519783342,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.693",0.0883793101594291,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.694",0.0903201902813038,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.695",0.0949291826847591,1,0.347826086956522,9,1500
"output_model9_rep1000_n1500.RData.696",0.0653271331729552,1,0.695652173913043,9,1500
"output_model9_rep1000_n1500.RData.697",0.0819400789918739,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.698",0.0766915978729482,0.733333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.699",0.097780193170282,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.700",0.0846213944174524,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.701",0.0825467548235293,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.702",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.703",0.0896060130302471,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.704",0.0567198051689058,0.666666666666667,0.652173913043478,9,1500
"output_model9_rep1000_n1500.RData.705",0.0874211751355929,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.706",0.101799546205201,0.933333333333333,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.707",0.0900901664039445,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.708",0.0970930001835059,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.709",0.0885901088308271,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.710",0.0846303501314427,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.711",0.107197075299048,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.712",0.0784863610640175,0.933333333333333,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.713",0.0779989006049282,1,0.739130434782609,9,1500
"output_model9_rep1000_n1500.RData.714",0.0908922923369416,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.715",0.100681215381596,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.716",0.0889989006300589,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.717",0.079002861040795,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.718",0.103558305936659,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.719",0.085111245121995,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.720",0.0962970714292072,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.721",0.0723478072472547,0.933333333333333,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.722",0.0938768892683502,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.723",0.0952008792937231,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.724",0.10441280739417,1,0.391304347826087,9,1500
"output_model9_rep1000_n1500.RData.725",0.0858576650878377,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.726",0.0859148593859454,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.727",0.18457285394448,1,0,9,1500
"output_model9_rep1000_n1500.RData.728",0.0990408801671904,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.729",0.096710214619678,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.730",0.0951207040449484,1,0.434782608695652,9,1500
"output_model9_rep1000_n1500.RData.731",0.0988368803355212,0.933333333333333,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.732",0.0934161184989099,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.733",0.0860350557252348,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.734",0.0870717766621356,1,0.521739130434783,9,1500
"output_model9_rep1000_n1500.RData.735",0.105067036445825,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.736",0.0755699419370439,1,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.737",0.0790561349078591,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.738",0.0744786175353589,0.933333333333333,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.739",0.0656980347128746,0.8,0.608695652173913,9,1500
"output_model9_rep1000_n1500.RData.740",0.0856328672311789,1,0.565217391304348,9,1500
"output_model9_rep1000_n1500.RData.741",0.113251987721451,1,0.478260869565217,9,1500
"output_model9_rep1000_n1500.RData.742",0.0903086946908455,1,0.478260869565217,9,1500
